統編,公司名稱,公司地址,ADDR_X,ADDR_Y
52502953,宬宇投資有限公司,114臺北市內湖區瑞光路358巷38弄3號4樓,307716,2774329
52504827,穩誠財務顧問有限公司,114臺北市內湖區內湖路1段396號12樓,307823,2774820
52506439,台灣貳陸有限公司,114臺北市內湖區瑞光路288號6樓,308022,2774325
52506938,極限酷佬有限公司,114臺北市內湖區洲子街12號2樓、3樓,308009,2774565
52507140,閃亮高手創新股份有限公司,114臺北市內湖區內湖路1段120巷15弄27號,306897,2774916
52511101,思圖股份有限公司,114臺北市內湖區內湖路1段392號7樓之1,307791,2774833
52511616,宥薪有限公司,114臺北市內湖區瑞光路66巷23號4樓,308678,2773661
52512397,瓊安國際股份有限公司,114臺北市內湖區洲子街76號7樓,307671,2774669
52516632,台灣貝爾克合翔股份有限公司,114臺北市內湖區瑞光路583巷26號2樓,307318,2774830
52519568,百川資本有限公司,114臺北市內湖區洲子街79號2樓,307648,2774778
52521683,鴻運福實業有限公司,114臺北市內湖區民權東路6段11巷41號4樓,308219,2773404
52527878,全球灣流貿易有限公司,114臺北市內湖區舊宗路2段121巷25號3樓,308114,2773568
52529502,奈堤科技股份有限公司,114臺北市內湖區洲子街12號3樓,308009,2774565
52529931,和樣有限公司,114臺北市內湖區陽光街321巷26號7樓,308372,2773918
52537469,三石天合國際股份有限公司,114臺北市內湖區洲子街83號,307578,2774800
52538426,偉惟有限公司,114臺北市內湖區瑞光路316巷58號7樓,307819,2774297
52540041,廣振有限公司,114臺北市內湖區陽光街321巷60號2樓,308220,2773844
52541288,鑑微科技股份有限公司,114臺北市內湖區瑞光路106號2樓,308607,2773861
52541983,國新開發投資有限公司,114臺北市內湖區內湖路1段308號12樓之2,307400,2774918
52542272,京瑜科技股份有限公司,114臺北市內湖區瑞湖街103號7樓,308133,2773950
52544834,佑電股份有限公司,114臺北市內湖區瑞光路583巷21號5樓之5,307280,2774824
52545123,麥斯平方文創有限公司,114臺北市內湖區瑞光路168號2樓,308375,2774089
52551763,瑞豐新媒科技股份有限公司,114臺北市內湖區陽光街349號5樓,308269,2773995
52552046,蜂群電子商務股份有限公司,114臺北市內湖區陽光街321巷10號5樓,308361,2773972
52553657,展毓國際有限公司,114臺北市內湖區瑞光路76巷41號1樓,308607,2773687
52553707,宇核生醫股份有限公司,114臺北市內湖區瑞光路581之1號,307282,2774738
52557393,歐希工作室有限公司,114臺北市內湖區洲子街12號2樓,308009,2774565
52557582,北泰國際旅行社有限公司,114臺北市內湖區瑞光路76巷107號,308377,2773439
52564872,畿尼科技股份有限公司,114臺北市內湖區洲子街12號2，3樓,308009,2774565
52564893,建豐健康科技股份有限公司,114臺北市內湖區洲子街183號2樓,307221,2774926
52565865,銓陞生物科技股份有限公司,114臺北市內湖區舊宗路2段97號2樓,308022,2773449
52566034,好撐音樂有限公司,114臺北市內湖區洲子街151號8樓,307341,2774894
52570683,自由時報企業股份有限公司,114臺北市內湖區瑞光路405號15樓,307674,2774553
52570776,新大同投資顧問有限公司,114臺北市內湖區瑞湖街178巷19號5樓,308071,2773751
52571120,冠錡國際實業有限公司,114臺北市內湖區內湖路1段210號,306877,2775122
52571727,典美營造股份有限公司,114臺北市內湖區內湖路1段512號3樓,307887,2774804
52573231,環球教育訓練有限公司,114臺北市內湖區港墘路221巷33號6樓,307973,2774082
52573942,光電企業股份有限公司,114臺北市內湖區瑞光路258巷2號5樓之3,308052,2774220
52575505,橘色小火鍋有限公司,114臺北市內湖區瑞光路631號1樓,307140,2774803
52575771,卓茂影音傳媒股份有限公司,114臺北市內湖區堤頂大道2段413號3樓,306786,2774830
52578658,冠妍動力科技有限公司,114臺北市內湖區洲子街110號6樓,307472,2774806
52578876,展悅數位行銷股份有限公司,114臺北市內湖區民權東路6段15巷37號3樓,308289,2773542
52578989,宜馥有限公司,114臺北市內湖區內湖路1段360巷15號3樓之1,307574,2774863
52583717,弘威先進有限公司,114臺北市內湖區洲子街12號2樓,308009,2774565
52584292,火星貓科技股份有限公司,114臺北市內湖區瑞光路30號3樓,308790,2773672
52585362,速霸技研有限公司,114臺北市內湖區內湖路1段120巷13號2樓,306763,2775027
52585428,傻塔克音樂娛樂股份有限公司,114臺北市內湖區洲子街12號3樓,308009,2774565
52587489,超驛科技有限公司,114臺北市內湖區陽光街345巷12號4樓,308303,2773912
52588847,鴻領科技有限公司,114臺北市內湖區瑞光路188巷43號7樓,308166,2774101
52595684,歐立德科技有限公司,114臺北市內湖區民權東路6段16之2號5樓,308265,2773234
52596537,酮好有限公司,114臺北市內湖區內湖路1段320號,307474,2774946
52600568,芸帆有限公司,114臺北市內湖區洲子街12號3樓,308009,2774565
52600693,頂勝資產管理股份有限公司,114臺北市內湖區內湖路1段516號6樓,307899,2774799
52603333,巧兒宜國際股份有限公司,114臺北市內湖區瑞光路431號2樓,307624,2774566
52605445,朗多有限公司,114臺北市內湖區洲子街181號2樓,307245,2774923
52606205,好迪家居股份有限公司,114臺北市內湖區瑞光路268號7樓,308056,2774295
52607041,斯恩股份有限公司,114臺北市內湖區港墘路221巷41號6樓,308013,2774021
52607470,力揚電影有限公司,114臺北市內湖區瑞光路358巷38弄36號5樓之1,307796,2774312
52607582,史坦利國際傳媒股份有限公司,114臺北市內湖區堤頂大道2段301號3樓,306985,2774625
52609701,奇桐股份有限公司,114臺北市內湖區堤頂大道2段497號5樓之7,306678,2775071
52614900,樂奇網路科技有限公司,114臺北市內湖區瑞光路76巷61號4樓,308537,2773669
52615149,冠誼電子股份有限公司,114臺北市內湖區內湖路1段66號10樓,306721,2775163
52615274,琦川有限公司,114臺北市內湖區瑞光路578號7樓,307151,2774760
52615491,來富可得生物科技股份有限公司,114臺北市內湖區堤頂大道2段181號5樓,307498,2774468
52616301,創矩室內裝修設計工程有限公司,114臺北市內湖區堤頂大道2段285之1號2樓,307042,2774602
52619840,玉園有限公司,114臺北市內湖區洲子街83號7樓,307578,2774800
52621557,創新源碼科技有限公司,114臺北市內湖區陽光街321巷18號4樓,308386,2773940
52622303,幸芯科技有限公司,114臺北市內湖區瑞光路76巷59號4樓,308543,2773673
52623295,紫雨投資有限公司,114臺北市內湖區瑞光路188巷46號7樓,308187,2774068
52623886,震峰有限公司,114臺北市內湖區民權東路6段11巷39號,308230,2773404
52627243,星統娛樂經紀有限公司,114臺北市內湖區洲子街183號5樓,307221,2774926
52627779,夢啟動健身事業有限公司,114臺北市內湖區內湖路1段118號6樓,306820,2775110
52629116,智齡管理顧問有限公司,114臺北市內湖區洲子街12號2樓,308009,2774565
52630079,宗儀研磨股份有限公司,114臺北市內湖區內湖路1段360巷15號8樓之3,307574,2774863
52632013,建呈有限公司,114臺北市內湖區內湖路1段120巷13號4樓,306763,2775027
52633012,八維智能股份有限公司,114臺北市內湖區洲子街151號3樓之1,307341,2774894
52633322,零宇投資股份有限公司,114臺北市內湖區內湖路1段360巷8號10樓,307532,2774842
52637354,艾米莎國際股份有限公司,114臺北市內湖區基湖路10巷48號6樓,306854,2774976
52639493,高第投資股份有限公司,114臺北市內湖區洲子街58號10樓,307785,2774672
52640457,晴雅數位傳播股份有限公司,114臺北市內湖區瑞光路433號2樓,307619,2774568
52643118,特朗普貿易有限公司,114臺北市內湖區瑞湖街99號6樓,308124,2774049
52643341,小萌科技有限公司,114臺北市內湖區內湖路1段66號3樓,306721,2775163
52644600,漫波廣告有限公司,114臺北市內湖區洲子街50號5樓,307808,2774642
52645679,群東企業股份有限公司,114臺北市內湖區洲子街12號2樓,308009,2774565
52646733,慕德國際有限公司,114臺北市內湖區陽光街321巷26號3樓之18,308372,2773918
52649582,宜鋇全球股份有限公司,114臺北市內湖區陽光街345巷12號4樓,308303,2773912
52652896,黑璽科技股份有限公司,114臺北市內湖區堤頂大道2段301號10樓之1,306985,2774625
52655508,鼎博康有限公司,114臺北市內湖區陽光街321巷56號2樓之5,308299,2773836
52656443,唯肯有限公司,114臺北市內湖區堤頂大道2段293號5樓之1,307030,2774610
52656767,鴻威特創業投資有限公司,114臺北市內湖區洲子街79號2樓,307648,2774778
52657055,軟領科技股份有限公司,114臺北市內湖區瑞光路2號2樓,308880,2773572
52665040,羲之堂文化藝術有限公司,114臺北市內湖區民權東路6段27號7樓,308840,2773523
52669427,龍錡國際有限公司,114臺北市內湖區內湖路1段66號3樓,306721,2775163
52673219,微功貳號有限公司,114臺北市內湖區陽光街321巷30號1樓,308363,2773899
52677828,長華能源科技股份有限公司,100臺北市中正區港墘路221巷35號7樓,307978,2774075
52679403,光威數位有限公司,114臺北市內湖區瑞光路358巷30弄10號6樓,307775,2774337
52682110,聚星娛樂經紀股份有限公司,114臺北市內湖區民權東路6段11巷43號2樓,308208,2773404
52685931,長耳兔心靈維度有限公司,114臺北市內湖區內湖路1段516號6樓,307899,2774799
52686994,碩利得資產管理股份有限公司,114臺北市內湖區洲子街183號3樓,307221,2774926
52687620,明基健康生活股份有限公司,114臺北市內湖區洲子街48號7樓,307833,2774655
52688825,創樂科技有限公司,114臺北市內湖區陽光街300號7樓之2,307980,2773973
52691390,點工堂有限公司,114臺北市內湖區洲子街85號5樓,307564,2774806
52692659,崴龍國際有限公司,114臺北市內湖區舊宗路2段171巷10號,308064,2773778
52693469,艾可飛股份有限公司,114臺北市內湖區內湖路1段308號7樓,307400,2774918
52696711,中庸資本有限公司,114臺北市內湖區瑞光路607號4樓,307180,2774779
52703298,奇點創新有限公司,114臺北市內湖區陽光街321巷26號2樓之17,308372,2773918
52704114,主磐娛樂有限公司,114臺北市內湖區瑞光路513巷22弄5號,307408,2774751
52706675,睿清有限公司,114臺北市內湖區瑞光路168號9樓,308375,2774089
52707442,翔聯展業股份有限公司,114臺北市內湖區堤頂大道2段207號8樓,307290,2774531
52707724,波利達電子股份有限公司,114臺北市內湖區瑞湖街103號5樓之1,308133,2773950
52708012,亞玓有限公司,114臺北市內湖區洲子街181號6樓,307245,2774923
52710734,囍萌國際有限公司,114臺北市內湖區瑞湖街103號7樓,308133,2773950
52711987,潔藝有限公司,114臺北市內湖區瑞光路358巷38弄34號,307789,2774307
52714957,好得國際股份有限公司,114臺北市內湖區瑞光路607號4樓,307180,2774779
52716478,上上水有限公司,114臺北市內湖區洲子街183號3樓,307221,2774926
52718898,宇泰欣藥業股份有限公司,114臺北市內湖區瑞光路26巷36弄2號5樓,308737,2773545
52722979,斯必德國際有限公司,114臺北市內湖區陽光街321巷26號5樓之13,308372,2773918
52724250,和瑞整合股份有限公司,114臺北市內湖區內湖路1段66號3樓,306721,2775163
52750284,全球優勢有限公司,114臺北市內湖區陽光街321巷26號7樓之1,308372,2773918
52753888,綠色網路科技有限公司,114臺北市內湖區瑞光路478巷18弄30號4樓,307278,2774609
52754676,恆好實業股份有限公司,114臺北市內湖區陽光街321巷26號6樓之15,308372,2773918
52759270,主磐文化事業有限公司,114臺北市內湖區瑞光路513巷22弄7號,307400,2774755
52780626,立晶資訊科技股份有限公司,114臺北市內湖區洲子街181號3樓,307245,2774923
52781879,水盟環工股份有限公司,114臺北市內湖區內湖路1段66號3樓,306721,2775163
52782785,鈞泰資產管理有限公司,114臺北市內湖區瑞湖街178巷21號4樓,308065,2773752
52786585,仲安科技股份有限公司,114臺北市內湖區瑞光路362號3樓,307737,2774460
52790737,綠地藍天科技有限公司,114臺北市內湖區瑞光路408號11樓之5,307552,2774550
52796583,仕通利達有限公司,114臺北市內湖區陽光街345巷12號4樓,308303,2773912
52796612,台灣商用地產有限公司,114臺北市內湖區瑞光路583巷21號5樓之5,307280,2774824
52802641,安元投資有限公司,114臺北市內湖區內湖路1段120巷13號6樓,306763,2775027
52803780,裕東投資股份有限公司,114臺北市內湖區內湖路1段360巷8號8樓,307532,2774842
52805302,奈威生技股份有限公司,114臺北市內湖區洲子街12號2樓,308009,2774565
52808552,復吉投資股份有限公司,114臺北市內湖區瑞湖街88號8樓,308111,2773912
52811389,康築創意綠生活股份有限公司,114臺北市內湖區內湖路1段306號5樓之1,307415,2774952
52811466,朔宇科技股份有限公司,114臺北市內湖區內湖路1段360巷6號9樓,307538,2774855
52811521,羽昇國際股份有限公司,114臺北市內湖區內湖路1段360巷8號9樓,307532,2774842
52814230,台灣康益安翰生技股份有限公司,114臺北市內湖區瑞光路8號3樓,308854,2773600
52817573,萊思特科技股份有限公司,114臺北市內湖區瑞湖街103號7樓之1,308133,2773950
52819116,愛看有限公司,114臺北市內湖區瑞光路358巷38弄3號6樓,307716,2774329
52824434,立誠投資股份有限公司,114臺北市內湖區瑞光路362號3樓,307737,2774460
52855061,天馬星空股份有限公司,114臺北市內湖區洲子街12號2樓,308009,2774565
52855077,福德隆資產管理股份有限公司,114臺北市內湖區瑞光路408號2樓,307552,2774550
52855941,可彼設計有限公司,114臺北市內湖區內湖路1段66號3樓,306721,2775163
52855999,聯捷創新股份有限公司,114臺北市內湖區民權東路6段16之2號4樓,308265,2773234
52856673,安訊國際網路股份有限公司,114臺北市內湖區洲子街88號3樓之1,307626,2774702
52857357,崴遠科技股份有限公司,114臺北市內湖區洲子街71號2樓之2,307701,2774734
52858911,聚誠國際股份有限公司,114臺北市內湖區內湖路1段392號2樓,307791,2774833
52859974,十三月股份有限公司,114臺北市內湖區內湖路1段324號9樓,307495,2774939
52861129,名人餐飲事業股份有限公司,114臺北市內湖區堤頂大道2段483號4樓,306699,2775013
52864717,活水貳影響力投資股份有限公司,114臺北市內湖區瑞光路669號1樓,307062,2774850
52866519,星創實業股份有限公司,114臺北市內湖區瑞光路76巷41號6樓,308607,2773687
52866779,台灣圓士商拓股份有限公司,114臺北市內湖區內湖路1段66號10樓,306721,2775163
52867518,笙顥資訊服務有限公司,114臺北市內湖區洲子街181號3樓,307245,2774923
52869467,大丰文創有限公司,114臺北市內湖區堤頂大道2段179號9樓,307512,2774463
52869678,摩飛世股份有限公司,114臺北市內湖區陽光街321巷12號4樓,308365,2773959
52870056,回甘投資實業有限公司,114臺北市內湖區瑞光路583巷24號5樓,307315,2774823
52873265,睿奕科技股份有限公司,114臺北市內湖區基湖路1號4樓,307051,2774944
52873292,深義分析股份有限公司,114臺北市內湖區瑞光路513巷37號4樓,307525,2774761
52873384,沐牧有限公司,114臺北市內湖區陽光街345巷3號,308337,2773950
52873737,京航國際有限公司,114臺北市內湖區瑞光路188巷48號4樓,308178,2774066
52874335,捷迅管理顧問有限公司,114臺北市內湖區瑞光路443號,307596,2774636
52875257,大好娛樂製作股份有限公司,114臺北市內湖區洲子街105號5樓,307457,2774855
52877570,每刻餐飲有限公司,114臺北市內湖區洲子街151號,307341,2774894
52879253,麒麟國際企業股份有限公司,114臺北市內湖區瑞光路513巷22弄5號8樓之3,307408,2774751
52882882,日燿國際有限公司,114臺北市內湖區瑞光路517號,307409,2774675
52884657,滿溢多媒體有限公司,114臺北市內湖區瑞光路513巷22弄7號,307400,2774755
52885699,創順科技有限公司,114臺北市內湖區瑞光路266號6樓、268號6樓,308067,2774287
52889040,御璽投資股份有限公司,114臺北市內湖區洲子街80號2樓,307670,2774690
52890519,格局數位有限公司,114臺北市內湖區洲子街183號2樓,307221,2774926
52893017,台灣札幌藥粧有限公司,114臺北市內湖區港墘路185號2樓,307996,2774311
52896703,新世通微電子有限公司,114臺北市內湖區瑞湖街197號4樓,308174,2773413
52896957,泰閣築有限公司,114臺北市內湖區洲子街12號3樓,308009,2774565
52900235,永泰企業股份有限公司,114臺北市內湖區基湖路1號4樓,307051,2774944
52903465,朋柏創益有限公司,114臺北市內湖區民權東路6段16之1號2樓,308257,2773231
52903520,聚塔創意股份有限公司,114臺北市內湖區瑞光路583巷22號5樓,307311,2774817
52904372,新玉川廣告有限公司,114臺北市內湖區瑞光路6之1號5樓,308858,2773590
52905787,豐郁股份有限公司,114臺北市內湖區內湖路1段120巷17號7樓,306740,2774997
52928389,帝群網路科技有限公司,114臺北市內湖區瑞光路513巷26號5樓,307474,2774728
52932530,亞渥國際有限公司,114臺北市內湖區瑞光路583巷26號4樓,307318,2774830
52934220,貓狗甜心數位科技有限公司,114臺北市內湖區陽光街321巷26號8樓之9,308372,2773918
52934256,瑞虹有限公司,114臺北市內湖區洲子街102號2樓,307555,2774768
52941876,新展國際投資股份有限公司,114臺北市內湖區基湖路32號2樓,306977,2774849
52942832,華碼數位科技股份有限公司,114臺北市內湖區洲子街12號2樓,308009,2774565
52943109,捷森堡實業有限公司,114臺北市內湖區民權東路6段15巷27號,308347,2773524
53000633,台聚光電股份有限公司,114臺北市內湖區基湖路37號12樓,306983,2774709
53000774,神通資訊科技股份有限公司,114臺北市內湖區堤頂大道2段187號10樓,307410,2774489
53007713,永威資本股份有限公司,114臺北市內湖區瑞光路318號11樓,307869,2774399
53009402,臺灣工銀租賃股份有限公司,114臺北市內湖區堤頂大道2段99號6樓,307628,2774387
53065044,基澤投資有限公司,114臺北市內湖區陽光街365巷37號3樓,308243,2773865
53079217,三元韓式花園有限公司,114臺北市內湖區瑞光路188巷43號,308166,2774101
53081157,誠藝設計室內裝修股份有限公司,114臺北市內湖區瑞光路358巷30弄10號,307775,2774337
53081425,安源先進科技有限公司,114臺北市內湖區陽光街345巷16號5樓,308306,2773898
53082070,博捷企業有限公司,114臺北市內湖區洲子街181號3樓,307245,2774923
53083731,普元生技股份有限公司,114臺北市內湖區基湖路35巷51號4樓之1,307168,2774684
53083824,席德曼國際貿易有限公司,114臺北市內湖區內湖路1段136號5樓,306892,2775063
53083845,皇朝有限公司,114臺北市內湖區民權東路6段13之19號4樓,308501,2773368
53084422,臺灣京東方視訊有限公司,114臺北市內湖區瑞光路2號6樓及7樓,308880,2773572
53085225,啟鼎生物科技股份有限公司,114臺北市內湖區內湖路1段68號7樓,306734,2775157
53085436,靜廬企業股份有限公司,114臺北市內湖區堤頂大道2段15號7樓,307699,2774272
53086104,集頻投資股份有限公司,114臺北市內湖區瑞光路415號4樓,307649,2774599
53086272,福祿魚科技股份有限公司,114臺北市內湖區瑞光路583巷25號4樓,307286,2774835
53086630,美妙音樂股份有限公司,114臺北市內湖區堤頂大道2段407巷20弄39號7樓,306771,2774956
53087130,頂邑貿易有限公司,114臺北市內湖區基湖路10巷57號2樓,306869,2775017
53089290,台達資本股份有限公司,114臺北市內湖區瑞湖街99號3樓,308124,2774049
53089340,摩百數位股份有限公司,114臺北市內湖區瑞光路550號5樓,307209,2774726
53089496,優本國際股份有限公司,114臺北市內湖區基湖路3巷9號,307118,2774879
53089741,艾律德空壓機械有限公司,114臺北市內湖區瑞光路76巷69號6樓,308511,2773650
53089904,來頡科技股份有限公司,114臺北市內湖區瑞湖街178巷19號2樓,308071,2773751
53089910,南方金屬科技有限公司,114臺北市內湖區瑞光路112巷56弄31號1樓,308471,2773733
53091057,十藝生技股份有限公司,114臺北市內湖區瑞光路550號7樓,307209,2774726
53092318,信福資產股份有限公司,114臺北市內湖區瑞湖街178巷21號4樓,308065,2773752
53092886,大谷興有限公司,114臺北市內湖區內湖路1段118號8樓,306820,2775110
53095265,展連科技股份有限公司,114臺北市內湖區瑞光路513巷22弄5號3樓之5,307408,2774751
53096449,鎮龍室內空間規劃有限公司,114臺北市內湖區內湖路1段250號12樓,307169,2774976
53096497,利豐不動產股份有限公司,114臺北市內湖區陽光街321巷26號2樓之9,308372,2773918
53096834,長耀國際股份有限公司,114臺北市內湖區瑞光路478巷22號6樓,307390,2774552
53096948,捷德國際物流股份有限公司,114臺北市內湖區洲子街68號2樓,307711,2774705
53097691,春保食品股份有限公司,114臺北市內湖區瑞光路8號6樓之2,308854,2773600
53097897,博典科技文化有限公司,114臺北市內湖區民權東路6段16之2號5樓,308265,2773234
53098615,艾維斯國際實業有限公司,114臺北市內湖區洲子街102號6樓之1,307555,2774768
53098798,紘鈺股份有限公司,114臺北市內湖區瑞湖街103號3樓之2,308133,2773950
53099831,僑舶國際股份有限公司,114臺北市內湖區洲子街58號6樓,307785,2774672
53099889,瑱滙實業股份有限公司,114臺北市內湖區瑞光路26巷20弄28號1樓,308711,2773680
53101891,利貞國際資本股份有限公司,114臺北市內湖區堤頂大道2段503號,306654,2775102
53101920,運璉實業有限公司,114臺北市內湖區港墘路208號7樓,307917,2774273
53101941,利貞聯合股份有限公司,114臺北市內湖區堤頂大道2段503號,306654,2775102
53102012,靜進國際股份有限公司,114臺北市內湖區基湖路3巷9號4樓,307118,2774879
53102049,吉喜有限公司,114臺北市內湖區內湖路1段66號10樓,306721,2775163
53102126,樂活生技開發股份有限公司,114臺北市內湖區陽光街300號7樓之2,307980,2773973
53102358,源盛欣有限公司,114臺北市內湖區內湖路1段66號10樓,306721,2775163
53102511,寶悅開發建設股份有限公司,114臺北市內湖區民權東路6段15巷25號2樓,308357,2773493
53102907,派國際有限公司,114臺北市內湖區瑞光路76巷69號3樓,308511,2773650
53104031,益得生物科技股份有限公司,114臺北市內湖區瑞光路358巷36號3樓,307693,2774373
53104145,瑞殷投資股份有限公司,114臺北市內湖區瑞光路455號10樓,307542,2774606
53104378,荖藤國際股份有限公司,114臺北市內湖區港墘路208號,307917,2774273
53105496,協眾國際股份有限公司,114臺北市內湖區基湖路35巷11號8樓、8樓之1,307037,2774738
53105593,利貞開發股份有限公司,114臺北市內湖區堤頂大道2段503號,306654,2775102
53105952,泰鼎網路安全科技有限公司,114臺北市內湖區瑞光路413號8樓,307648,2774593
53106586,鼎和地板工程有限公司,114臺北市內湖區民權東路6段23號7樓之3,308792,2773500
53106848,薈蘆有限公司,114臺北市內湖區瑞光路76巷41號3樓,308607,2773687
53109205,睿資股份有限公司,114臺北市內湖區內湖路1段388號7樓之3,307746,2774850
53110076,宸寶建設股份有限公司,114臺北市內湖區瑞光路288號9樓,308022,2774325
53110147,雅騏有限公司,114臺北市內湖區內湖路1段308號6樓之2,307400,2774918
53110738,中南創發股份有限公司,114臺北市內湖區內湖路1段360巷15號8樓之2,307574,2774863
53111363,新盟投資股份有限公司,114臺北市內湖區基湖路32號6樓,306977,2774849
53111912,南瓜電影有限公司,114臺北市內湖區瑞光路358巷38弄36號5樓之1,307796,2774312
53112047,沃醫學股份有限公司,114臺北市內湖區瑞光路298號4樓之1,307966,2774362
53113209,千航投資有限公司,114臺北市內湖區洲子街71號3樓,307701,2774734
53113411,永三商貿股份有限公司,114臺北市內湖區內湖路1段238號,307014,2775011
53114018,翔通投資股份有限公司,114臺北市內湖區瑞光路415號4樓,307649,2774599
53114642,雲端文教事業股份有限公司,114臺北市內湖區瑞光路34號6樓,308754,2773648
53115348,譜光儀器股份有限公司,114臺北市內湖區瑞光路208號11樓,308143,2774226
53115608,國璽投資股份有限公司,114臺北市內湖區港墘路221巷33號9樓,307973,2774082
53116000,日建實業有限公司,114臺北市內湖區陽光街345巷5號2樓之1,308326,2773924
53116389,仕印實業有限公司,114臺北市內湖區瑞湖街178巷23號3樓,308058,2773754
53116711,錦立興股份有限公司,114臺北市內湖區基湖路35巷49號3樓,307146,2774694
53117161,不動心娛樂事業有限公司,114臺北市內湖區瑞光路607號4樓,307180,2774779
53117325,吉城開發股份有限公司,114臺北市內湖區瑞光路633號10樓,307133,2774806
53117492,我愛數位科技股份有限公司,114臺北市內湖區瑞光路2號3樓,308880,2773572
53118653,元詠有限公司,114臺北市內湖區洲子街182號2樓,307221,2774926
53120898,創泓科技股份有限公司,114臺北市內湖區洲子街77號10樓,307674,2774787
53121307,磊柏國際有限公司,114臺北市內湖區港墘路221巷41號7樓之4,308013,2774021
53121313,台灣思博倫通信股份有限公司,114臺北市內湖區內湖路1段66號10樓,306721,2775163
53121897,非軒實業有限公司,114臺北市內湖區瑞光路66巷29號4樓之1,308676,2773626
53123810,達寬數位行銷股份有限公司,114臺北市內湖區內湖路1段360巷10號4樓之1,307525,2774828
53124183,玉崴工程有限公司,114臺北市內湖區陽光街321巷26號4樓之2,308372,2773918
53124368,寒舍投資股份有限公司,114臺北市內湖區基湖路39號,306968,2774685
53125084,戴爾森科技有限公司,114臺北市內湖區瑞光路358巷30弄2號6樓,307724,2774381
53127576,卓越國際投資股份有限公司,114臺北市內湖區基湖路35巷49號6樓之1,307146,2774694
53128884,巨輪四三股份有限公司,114臺北市內湖區港墘路221巷21號6樓,307927,2774145
53128961,閎寶國際有限公司,114臺北市內湖區舊宗路2段121巷23號2樓,308104,2773570
53129048,寶島村開發投資股份有限公司,114臺北市內湖區瑞光路358巷38弄36號10樓,307796,2774312
53158768,達和創業投資股份有限公司,114臺北市內湖區洲子街105號8樓,307457,2774855
53163072,易智宇股份有限公司,114臺北市內湖區內湖路1段392號7樓之1,307791,2774833
53175020,米拉數位科技有限公司,114臺北市內湖區洲子街183號2樓,307221,2774926
53180038,珍好吃有限公司,114臺北市內湖區瑞光路517號1樓,307409,2774675
53183491,漢霖生技股份有限公司,114臺北市內湖區民權東路6段15巷36號5樓,308289,2773488
53189636,台灣析數資訊股份有限公司,114臺北市內湖區內湖路1段356號5樓,307553,2774919
53192436,寀蘴國際股份有限公司,114臺北市內湖區基湖路1號12樓,307051,2774944
53193879,茂宇科技股份有限公司,114臺北市內湖區民權東路6段15巷23號3樓,308374,2773486
53197592,兩隻老虎股份有限公司,114臺北市內湖區瑞湖街111號,308154,2773859
53198298,鼎航科技股份有限公司,114臺北市內湖區瑞光路513巷22弄5號8樓之3,307408,2774751
53203855,琨豐建設股份有限公司,114臺北市內湖區瑞光路208號3樓,308143,2774226
53203932,華灣資融有限公司,114臺北市內湖區瑞湖街178巷3弄23號5樓,308058.187,2773753.881
53205002,偉聯網有限公司,114臺北市內湖區瑞光路2號3樓之2,308880,2773572
53206121,鎂樂達儀器有限公司,114臺北市內湖區民權東路6段15巷16號4樓之5,308399,2773451
53209324,樂點股份有限公司,114臺北市內湖區瑞湖街111號,308154,2773859
53214163,興典科技股份有限公司,114臺北市內湖區瑞光路513巷22弄5號8樓之3,307408,2774751
53222564,天獅科技股份有限公司,114臺北市內湖區瑞光路478巷18弄34號3樓,307265,2774614
53222760,富毓資產開發有限公司,114臺北市內湖區洲子街196號8樓,307121,2774920
53226392,禾燊醫學科技股份有限公司,114臺北市內湖區港墘路187號2樓,307991,2774304
53229187,鋐品貿易有限公司,114臺北市內湖區洲子街183號2樓,307221,2774926
53296050,晶晨能源科技股份有限公司,114臺北市內湖區堤頂大道2段483號2樓,306699,2775013
53308149,翰廷精密科技股份有限公司,114臺北市內湖區內湖路1段120巷13號3樓,306763,2775027
53309787,聚利國際物業有限公司,114臺北市內湖區洲子街181號4樓,307245,2774923
53311019,富蘭克林資產管理有限公司,114臺北市內湖區瑞湖街103號2樓之1,308133,2773950
53311067,美席世股份有限公司,114臺北市內湖區內湖路1段308號7樓,307400,2774918
53313071,兔將創意影業股份有限公司,114臺北市內湖區洲子街71號7樓,307701,2774734
53314037,奇能數位科技股份有限公司,114臺北市內湖區瑞光路76巷39號2樓,308623,2773700
53314727,年頡科技股份有限公司,114臺北市內湖區基湖路10巷46號5樓,306859,2774987
53315319,銓曜實業股份有限公司,114臺北市內湖區民權東路6段15巷28號5樓,308350,2773461
53315325,力康健康事業股份有限公司,114臺北市內湖區內湖路1段356號2樓,307553,2774919
53316470,葳騰科技股份有限公司,114臺北市內湖區瑞光路583巷22號4樓、24號4樓,307311,2774817
53317914,宗勳顧問有限公司,114臺北市內湖區瑞光路408號10樓之5,307552,2774550
53318028,廣域置地國際股份有限公司,114臺北市內湖區內湖路1段252號12樓,307180,2774975
53320586,歐萊富股份有限公司,114臺北市內湖區瑞光路66巷42號3樓,308587,2773626
53320919,全力特環保科技股份有限公司,114臺北市內湖區瑞光路30號2樓,308790,2773672
53322091,嘉捷投資股份有限公司,114臺北市內湖區舊宗路2段99號2樓,308036,2773448
53322629,大象科技股份有限公司,114臺北市內湖區瑞光路408號10樓之1,307552,2774550
53323520,伽瑪科技有限公司,114臺北市內湖區堤頂大道2段475號2樓,306718,2774958
